"SR- LS SCL"|"Yes"|"Yes"|"Stratified loamy sand to sandy clay loam"|"7928968"|"15147400"
"C"|"No "|"No "|"Clay"|"8221653"|"15573859"
"SIC"|"No "|"No "|"Silty clay"|"8221654"|"15277516"
"SICL"|"No "|"No "|"Silty clay loam"|"8221654"|"15425688"
"C"|"No "|"No "|"Clay"|"8221654"|"15722030"
"SL"|"No "|"No "|"Sandy loam"|"8221655"|"15277517"
"CL"|"No "|"No "|"Clay loam"|"8221655"|"15573860"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221655"|"15722031"
"CL"|"No "|"No "|"Clay loam"|"8221656"|"15425689"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221656"|"15573861"
"SL"|"No "|"No "|"Sandy loam"|"8221656"|"15722032"
"SC"|"No "|"No "|"Sandy clay"|"8221657"|"15277518"
"CL"|"No "|"No "|"Clay loam"|"8221657"|"15425690"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221657"|"15573862"
"CL"|"No "|"No "|"Clay loam"|"8221658"|"15277519"
"C"|"No "|"No "|"Clay"|"8221658"|"15722033"
"SC"|"No "|"No "|"Sandy clay"|"8221659"|"15425691"
"CL"|"No "|"No "|"Clay loam"|"8221659"|"15573863"
"C"|"No "|"No "|"Clay"|"8221659"|"15722034"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8221660"|"15277520"
"SL"|"No "|"No "|"Sandy loam"|"8221661"|"15425692"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221661"|"15573864"
"LS"|"No "|"No "|"Loamy sand"|"8221661"|"15722035"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221662"|"15277521"
"SC"|"No "|"No "|"Sandy clay"|"8221662"|"15425693"
"SL"|"No "|"No "|"Sandy loam"|"8221662"|"15573865"
"L"|"No "|"No "|"Loam"|"8221663"|"15277522"
"SIL"|"No "|"No "|"Silt loam"|"8221663"|"15425694"
"SL"|"No "|"No "|"Sandy loam"|"8221663"|"15722036"
"SL"|"No "|"No "|"Sandy loam"|"8221664"|"15277523"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221664"|"15573866"
"SC"|"No "|"No "|"Sandy clay"|"8221664"|"15722037"
"VAR"|"No "|"Yes"|"Variable"|"8221665"|"15425695"
"LS"|"No "|"No "|"Loamy sand"|"8221666"|"15277524"
"SL"|"No "|"No "|"Sandy loam"|"8221666"|"15573867"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221666"|"15722038"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221667"|"15425696"
"SC"|"No "|"No "|"Sandy clay"|"8221667"|"15573868"
"SL"|"No "|"No "|"Sandy loam"|"8221667"|"15722039"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221668"|"15277525"
"SC"|"No "|"No "|"Sandy clay"|"8221668"|"15425697"
"SL"|"No "|"No "|"Sandy loam"|"8221668"|"15573869"
"FS"|"No "|"No "|"Fine sand"|"8221669"|"15277526"
"S"|"No "|"No "|"Sand"|"8221669"|"15722040"
"VAR"|"No "|"Yes"|"Variable"|"8221670"|"15425698"
"SL"|"No "|"No "|"Sandy loam"|"8221671"|"15277527"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221671"|"15573870"
"SC"|"No "|"No "|"Sandy clay"|"8221671"|"15722041"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221672"|"15425699"
"SC"|"No "|"No "|"Sandy clay"|"8221672"|"15573871"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8221673"|"15722042"
"C"|"No "|"No "|"Clay"|"8221674"|"15277528"
"SICL"|"No "|"No "|"Silty clay loam"|"8221674"|"15425700"
"SIC"|"No "|"No "|"Silty clay"|"8221674"|"15573872"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8221675"|"15722043"
"L"|"No "|"No "|"Loam"|"8221676"|"15277529"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221676"|"15425701"
"CL"|"No "|"No "|"Clay loam"|"8221676"|"15573873"
"CL"|"No "|"No "|"Clay loam"|"8221677"|"15277530"
"SC"|"No "|"No "|"Sandy clay"|"8221677"|"15425702"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221677"|"15722044"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221678"|"15573874"
"SC"|"No "|"No "|"Sandy clay"|"8221678"|"15722045"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221679"|"15277531"
"SC"|"No "|"No "|"Sandy clay"|"8221679"|"15425703"
"SL"|"No "|"Yes"|"Sandy loam"|"8221680"|"15573875"
"SL"|"No "|"No "|"Sandy loam"|"8221681"|"15277532"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221681"|"15722046"
"SL"|"No "|"No "|"Sandy loam"|"8221682"|"15425704"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221682"|"15573876"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221683"|"15277533"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221683"|"15425705"
"SL"|"No "|"No "|"Sandy loam"|"8221683"|"15722047"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221684"|"15573877"
"SL"|"No "|"No "|"Sandy loam"|"8221684"|"15722048"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221685"|"15277534"
"SL"|"No "|"No "|"Sandy loam"|"8221685"|"15425706"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221685"|"15573878"
"CL"|"No "|"No "|"Clay loam"|"8221686"|"15277535"
"SC"|"No "|"No "|"Sandy clay"|"8221686"|"15425707"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221686"|"15722049"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221687"|"15573879"
"SC"|"No "|"No "|"Sandy clay"|"8221687"|"15722050"
"SL"|"No "|"No "|"Sandy loam"|"8221688"|"15277536"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221688"|"15425708"
"SC"|"No "|"No "|"Sandy clay"|"8221688"|"15573880"
"SL"|"No "|"Yes"|"Sandy loam"|"8221689"|"15722051"
"CL"|"No "|"No "|"Clay loam"|"8221690"|"15277537"
"SC"|"No "|"No "|"Sandy clay"|"8221690"|"15425709"
"C"|"No "|"No "|"Clay"|"8221690"|"15573881"
"SC"|"No "|"No "|"Sandy clay"|"8221691"|"15277538"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221691"|"15722052"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221692"|"15425710"
"CL"|"No "|"No "|"Clay loam"|"8221692"|"15573882"
"SC"|"No "|"No "|"Sandy clay"|"8221692"|"15722053"
"C"|"No "|"No "|"Clay"|"8221693"|"15277539"
"SC"|"No "|"No "|"Sandy clay"|"8221693"|"15425711"
"LS"|"No "|"Yes"|"Loamy sand"|"8221694"|"15573883"
"CL"|"No "|"No "|"Clay loam"|"8221695"|"15277540"
"SC"|"No "|"No "|"Sandy clay"|"8221695"|"15425712"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221695"|"15722054"
"SC"|"No "|"No "|"Sandy clay"|"8221696"|"15277541"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221696"|"15573884"
"CL"|"No "|"No "|"Clay loam"|"8221696"|"15722055"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221697"|"15425713"
"SC"|"No "|"No "|"Sandy clay"|"8221697"|"15573885"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221698"|"15277542"
"CL"|"No "|"No "|"Clay loam"|"8221698"|"15425714"
"SL"|"No "|"No "|"Sandy loam"|"8221698"|"15722056"
"SL"|"No "|"Yes"|"Sandy loam"|"8221699"|"15573886"
"LS"|"No "|"Yes"|"Loamy sand"|"8221700"|"15722057"
"LS"|"No "|"Yes"|"Loamy sand"|"8221701"|"15277543"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221702"|"15425715"
"SC"|"No "|"No "|"Sandy clay"|"8221702"|"15573887"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221703"|"15277544"
"LS"|"No "|"No "|"Loamy sand"|"8221703"|"15425716"
"SL"|"No "|"No "|"Sandy loam"|"8221703"|"15722058"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221704"|"15277545"
"SL"|"No "|"No "|"Sandy loam"|"8221704"|"15573888"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"8221704"|"15722059"
"LS"|"No "|"Yes"|"Loamy sand"|"8221705"|"15425717"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221706"|"15277546"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221706"|"15573889"
"SL"|"No "|"No "|"Sandy loam"|"8221706"|"15722060"
"VAR"|"No "|"Yes"|"Variable"|"8221707"|"15425718"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221708"|"15277547"
"SL"|"No "|"No "|"Sandy loam"|"8221708"|"15573890"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"8221708"|"15722061"
"GR-SL"|"No "|"Yes"|"Gravelly sandy loam"|"8221709"|"15425719"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221710"|"15277548"
"SL"|"No "|"No "|"Sandy loam"|"8221710"|"15573891"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221710"|"15722062"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221711"|"15425720"
"SL"|"No "|"No "|"Sandy loam"|"8221711"|"15573892"
"SC"|"No "|"No "|"Sandy clay"|"8221711"|"15722063"
"SL"|"No "|"Yes"|"Sandy loam"|"8221712"|"15277549"
"SL"|"No "|"Yes"|"Sandy loam"|"8221713"|"15425721"
"CL"|"No "|"No "|"Clay loam"|"8221714"|"15277550"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221714"|"15573893"
"SL"|"No "|"No "|"Sandy loam"|"8221714"|"15722064"
"S"|"No "|"No "|"Sand"|"8221715"|"15425722"
"FS"|"No "|"No "|"Fine sand"|"8221715"|"15573894"
"SCL"|"No "|"Yes"|"Sandy clay loam"|"8221716"|"15722065"
"SL"|"No "|"Yes"|"Sandy loam"|"8221717"|"15277551"
"LS"|"No "|"Yes"|"Loamy sand"|"8221718"|"15425723"
"S"|"No "|"No "|"Sand"|"8221719"|"15573895"
"FS"|"No "|"No "|"Fine sand"|"8221719"|"15722066"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8221720"|"15277552"
"LS"|"No "|"Yes"|"Loamy sand"|"8221721"|"15425724"
"S"|"No "|"No "|"Sand"|"8221722"|"15573896"
"FS"|"No "|"No "|"Fine sand"|"8221722"|"15722067"
"LS"|"No "|"Yes"|"Loamy sand"|"8221723"|"15277553"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221724"|"15425725"
"CL"|"No "|"No "|"Clay loam"|"8221724"|"15573897"
"SC"|"No "|"No "|"Sandy clay"|"8221725"|"15277554"
"C"|"No "|"No "|"Clay"|"8221725"|"15722068"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"8221726"|"15425726"
"SC"|"No "|"No "|"Sandy clay"|"8221727"|"15277555"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221727"|"15573898"
"SL"|"No "|"No "|"Sandy loam"|"8221727"|"15722069"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8221728"|"15425727"
"COS"|"No "|"No "|"Coarse sand"|"8221729"|"15277556"
"S"|"No "|"No "|"Sand"|"8221729"|"15573899"
"FS"|"No "|"No "|"Fine sand"|"8221729"|"15722070"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221730"|"15425728"
"S"|"No "|"No "|"Sand"|"8221730"|"15573900"
"LFS"|"No "|"No "|"Loamy fine sand"|"8221730"|"15722071"
"SL"|"No "|"No "|"Sandy loam"|"8221731"|"15277557"
"L"|"No "|"No "|"Loam"|"8221731"|"15425729"
"SIL"|"No "|"No "|"Silt loam"|"8221731"|"15573901"
"S"|"No "|"Yes"|"Sand"|"8221732"|"15722072"
"FS"|"No "|"Yes"|"Fine sand"|"8221733"|"15277558"
"C"|"No "|"No "|"Clay"|"8221734"|"15425730"
"SC"|"No "|"No "|"Sandy clay"|"8221734"|"15573902"
"CL"|"No "|"No "|"Clay loam"|"8221734"|"15722073"
"S"|"No "|"No "|"Sand"|"8221735"|"15277559"
"FS"|"No "|"No "|"Fine sand"|"8221735"|"15425731"
"LS"|"No "|"No "|"Loamy sand"|"8221735"|"15573903"
"LFS"|"No "|"Yes"|"Loamy fine sand"|"8221736"|"15722074"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221737"|"15277560"
"SL"|"No "|"No "|"Sandy loam"|"8221737"|"15425732"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221737"|"15573904"
"SL"|"No "|"No "|"Sandy loam"|"8221738"|"15277561"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221738"|"15425733"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221738"|"15722075"
"CL"|"No "|"No "|"Clay loam"|"8221739"|"15277562"
"SC"|"No "|"No "|"Sandy clay"|"8221739"|"15573905"
"C"|"No "|"No "|"Clay"|"8221739"|"15722076"
"C"|"No "|"No "|"Clay"|"8221740"|"15425734"
"SC"|"No "|"No "|"Sandy clay"|"8221740"|"15573906"
"SR- S LS"|"Yes"|"Yes"|"Stratified sand to loamy sand"|"8221741"|"15722077"
"LS"|"No "|"Yes"|"Loamy sand"|"8221742"|"15277563"
"SL"|"No "|"Yes"|"Sandy loam"|"8221743"|"15425735"
"SL"|"No "|"No "|"Sandy loam"|"8221744"|"15573907"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221744"|"15722078"
"SL"|"No "|"Yes"|"Sandy loam"|"8221745"|"15277564"
"SR- SL FSL"|"Yes"|"Yes"|"Stratified sandy loam to fine sandy loam"|"8221746"|"15425736"
"SL"|"No "|"Yes"|"Sandy loam"|"8221747"|"15573908"
"SC"|"No "|"No "|"Sandy clay"|"8221748"|"15277565"
"C"|"No "|"No "|"Clay"|"8221748"|"15425737"
"CL"|"No "|"No "|"Clay loam"|"8221748"|"15722079"
"SL"|"No "|"Yes"|"Sandy loam"|"8221749"|"15573909"
"L"|"No "|"Yes"|"Loam"|"8221750"|"15722080"
"L"|"No "|"No "|"Loam"|"8221751"|"15277566"
"CL"|"No "|"No "|"Clay loam"|"8221751"|"15425738"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221751"|"15573910"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221752"|"15277567"
"SL"|"No "|"No "|"Sandy loam"|"8221752"|"15722081"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221753"|"15425739"
"SL"|"No "|"No "|"Sandy loam"|"8221753"|"15573911"
"SC"|"No "|"No "|"Sandy clay"|"8221753"|"15722082"
"MUCK"|"No "|"Yes"|"Muck"|"8221754"|"15277568"
"L"|"No "|"Yes"|"Loam"|"8221755"|"15425740"
"C"|"No "|"No "|"Clay"|"8221756"|"15277569"
"CL"|"No "|"No "|"Clay loam"|"8221756"|"15573912"
"SC"|"No "|"No "|"Sandy clay"|"8221756"|"15722083"
"SL"|"No "|"No "|"Sandy loam"|"8221757"|"15425741"
"L"|"No "|"No "|"Loam"|"8221757"|"15573913"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221757"|"15722084"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8221758"|"15277570"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8221759"|"15425742"
"SC"|"No "|"No "|"Sandy clay"|"8221760"|"15277571"
"C"|"No "|"No "|"Clay"|"8221760"|"15573914"
"CL"|"No "|"No "|"Clay loam"|"8221760"|"15722085"
"SL"|"No "|"No "|"Sandy loam"|"8221761"|"15425743"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221761"|"15573915"
"L"|"No "|"No "|"Loam"|"8221761"|"15722086"
"C"|"No "|"Yes"|"Clay"|"8221762"|"15277572"
"C"|"No "|"No "|"Clay"|"8221763"|"15425744"
"CL"|"No "|"No "|"Clay loam"|"8221763"|"15573916"
"CL"|"No "|"No "|"Clay loam"|"8221764"|"15277573"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221764"|"15425745"
"SC"|"No "|"No "|"Sandy clay"|"8221764"|"15722087"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221765"|"15277574"
"SL"|"No "|"No "|"Sandy loam"|"8221765"|"15573917"
"L"|"No "|"No "|"Loam"|"8221765"|"15722088"
"SL"|"No "|"No "|"Sandy loam"|"8221766"|"15425746"
"FSL"|"No "|"No "|"Fine sandy loam"|"8221766"|"15573918"
"L"|"No "|"No "|"Loam"|"8221766"|"15722089"
"SL"|"No "|"No "|"Sandy loam"|"8221767"|"15277575"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221767"|"15425747"
"CL"|"No "|"No "|"Clay loam"|"8221767"|"15573919"
"CL"|"No "|"No "|"Clay loam"|"8221768"|"15277576"
"SL"|"No "|"No "|"Sandy loam"|"8221768"|"15425748"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221768"|"15722090"
"SICL"|"No "|"No "|"Silty clay loam"|"8221769"|"15277577"
"SIL"|"No "|"No "|"Silt loam"|"8221769"|"15573920"
"CL"|"No "|"No "|"Clay loam"|"8221769"|"15722091"
"LS"|"No "|"Yes"|"Loamy sand"|"8221770"|"15425749"
"SL"|"No "|"Yes"|"Sandy loam"|"8221771"|"15573921"
"CL"|"No "|"No "|"Clay loam"|"8221772"|"15277578"
"SC"|"No "|"No "|"Sandy clay"|"8221772"|"15425750"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221772"|"15722092"
"SCL"|"No "|"No "|"Sandy clay loam"|"8221773"|"15277579"
"COSL"|"No "|"No "|"Coarse sandy loam"|"8221773"|"15573922"
"SL"|"No "|"No "|"Sandy loam"|"8221773"|"15722093"
"SL"|"No "|"Yes"|"Sandy loam"|"8221774"|"15425751"
"L"|"No "|"No "|"Loam"|"8226780"|"15279713"
"LS"|"No "|"No "|"Loamy sand"|"8226780"|"15427885"
"SL"|"No "|"No "|"Sandy loam"|"8226780"|"15724227"
"L"|"No "|"Yes"|"Loam"|"8226902"|"15279772"
"L"|"No "|"Yes"|"Loam"|"8226907"|"15427946"
"GR-L"|"No "|"No "|"Gravelly loam"|"8226908"|"15279775"
"L"|"No "|"No "|"Loam"|"8226908"|"15576118"
"SL"|"No "|"No "|"Sandy loam"|"8226908"|"15724289"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"8226909"|"15427947"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8226910"|"15576119"
"SL"|"No "|"No "|"Sandy loam"|"8226911"|"15279776"
"FSL"|"No "|"No "|"Fine sandy loam"|"8226911"|"15427948"
"L"|"No "|"No "|"Loam"|"8226911"|"15724290"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8226920"|"15724296"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8226921"|"15279782"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8226922"|"15427954"
"SL"|"No "|"Yes"|"Sandy loam"|"8234134"|"15283082"
"SL"|"No "|"Yes"|"Sandy loam"|"8234135"|"15431254"
"SL"|"No "|"Yes"|"Sandy loam"|"8234136"|"15579426"
"VAR"|"No "|"Yes"|"Variable"|"8234218"|"15283117"
"SIL"|"No "|"No "|"Silt loam"|"8234219"|"15431289"
"CL"|"No "|"No "|"Clay loam"|"8234219"|"15579461"
"SICL"|"No "|"No "|"Silty clay loam"|"8234219"|"15727632"
"MUCK"|"No "|"Yes"|"Muck"|"8234275"|"15579486"
"SIL"|"No "|"Yes"|"Silt loam"|"8236922"|"15580663"
"C"|"No "|"No "|"Clay"|"8236923"|"15284320"
"CN-SIC"|"No "|"No "|"Channery silty clay"|"8236923"|"15432492"
"SICL"|"No "|"No "|"Silty clay loam"|"8236923"|"15728834"
"SICL"|"No "|"No "|"Silty clay loam"|"8236924"|"15284321"
"SIC"|"No "|"No "|"Silty clay"|"8236924"|"15580664"
"C"|"No "|"No "|"Clay"|"8236924"|"15728835"
"C"|"No "|"No "|"Clay"|"8236925"|"15432493"
"SIC"|"No "|"No "|"Silty clay"|"8236925"|"15580665"
"GR-C"|"No "|"No "|"Gravelly clay"|"8236925"|"15728836"
"SICL"|"No "|"No "|"Silty clay loam"|"8236926"|"15284322"
"SIC"|"No "|"No "|"Silty clay"|"8236926"|"15432494"
"C"|"No "|"No "|"Clay"|"8236926"|"15580666"
"GR-SICL"|"No "|"Yes"|"Gravelly silty clay loam"|"8236988"|"15432524"
"GRX-SIC"|"No "|"No "|"Extremely gravelly silty clay"|"8236989"|"15284353"
"GRV-SIC"|"No "|"No "|"Very gravelly silty clay"|"8236989"|"15580696"
"GRV-C"|"No "|"No "|"Very gravelly clay"|"8236989"|"15728867"
"SIL"|"No "|"Yes"|"Silt loam"|"8236990"|"15432525"
"GRV-SICL"|"No "|"No "|"Very gravelly silty clay loam"|"8236991"|"15580697"
"GRX-SICL"|"No "|"No "|"Extremely gravelly silty clay loam"|"8236991"|"15728868"
"SIL"|"No "|"Yes"|"Silt loam"|"8237015"|"15432536"
"CL"|"No "|"No "|"Clay loam"|"8237016"|"15284365"
"SIL"|"No "|"No "|"Silt loam"|"8237016"|"15580708"
"SICL"|"No "|"No "|"Silty clay loam"|"8237016"|"15728879"
"GR-SIL"|"No "|"Yes"|"Gravelly silt loam"|"8237017"|"15432537"
"SL"|"No "|"No "|"Sandy loam"|"8237018"|"15284366"
"SIL"|"No "|"No "|"Silt loam"|"8237018"|"15580709"
"L"|"No "|"No "|"Loam"|"8237018"|"15728880"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8237019"|"15432538"
"SL"|"No "|"No "|"Sandy loam"|"8241382"|"15434435"
"SCL"|"No "|"No "|"Sandy clay loam"|"8241382"|"15582607"
"CL"|"No "|"No "|"Clay loam"|"8241382"|"15730778"
"LS"|"No "|"Yes"|"Loamy sand"|"8241383"|"15286264"
"SL"|"No "|"No "|"Sandy loam"|"8241384"|"15434436"
"LS"|"No "|"No "|"Loamy sand"|"8241384"|"15582608"
"SL"|"No "|"Yes"|"Sandy loam"|"8241412"|"15286278"
"CL"|"No "|"Yes"|"Clay loam"|"8241413"|"15434450"
"GR-SL"|"No "|"Yes"|"Gravelly sandy loam"|"8241414"|"15582622"
"SIL"|"No "|"Yes"|"Silt loam"|"8241415"|"15730793"
"C"|"No "|"No "|"Clay"|"8241416"|"15286279"
"CL"|"No "|"No "|"Clay loam"|"8241416"|"15434451"
"SC"|"No "|"No "|"Sandy clay"|"8241416"|"15582623"
"SL"|"No "|"No "|"Sandy loam"|"8241500"|"15286320"
"S"|"No "|"No "|"Sand"|"8241500"|"15582663"
"LS"|"No "|"No "|"Loamy sand"|"8241500"|"15730834"
"SL"|"No "|"No "|"Sandy loam"|"8241501"|"15434492"
"SCL"|"No "|"No "|"Sandy clay loam"|"8241501"|"15582664"
"FSL"|"No "|"No "|"Fine sandy loam"|"8241502"|"15286321"
"L"|"No "|"No "|"Loam"|"8241502"|"15434493"
"SL"|"No "|"No "|"Sandy loam"|"8241502"|"15730835"
"SR- LS SCL"|"Yes"|"Yes"|"Stratified loamy sand to sandy clay loam"|"8241524"|"15434504"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8241525"|"15582676"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8241530"|"15286334"
"SL"|"No "|"No "|"Sandy loam"|"8241531"|"15434506"
"L"|"No "|"No "|"Loam"|"8241531"|"15582678"
"SIL"|"No "|"No "|"Silt loam"|"8241531"|"15730849"
"CL"|"No "|"No "|"Clay loam"|"8241540"|"15286340"
"SIC"|"No "|"No "|"Silty clay"|"8241540"|"15434512"
"C"|"No "|"No "|"Clay"|"8241540"|"15730854"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"8241541"|"15582684"
"CB-L"|"No "|"Yes"|"Cobbly loam"|"8241659"|"15582742"
"SIC"|"No "|"No "|"Silty clay"|"8241660"|"15286399"
"C"|"No "|"No "|"Clay"|"8241660"|"15434571"
"SICL"|"No "|"No "|"Silty clay loam"|"8241660"|"15730913"
"C"|"No "|"No "|"Clay"|"8241661"|"15286400"
"SICL"|"No "|"No "|"Silty clay loam"|"8241661"|"15582743"
"SIC"|"No "|"No "|"Silty clay"|"8241661"|"15730914"
"SIC"|"No "|"Yes"|"Silty clay"|"8241662"|"15434572"
"C"|"No "|"No "|"Clay"|"8241663"|"15286401"
"SICL"|"No "|"No "|"Silty clay loam"|"8241663"|"15582744"
"SIC"|"No "|"No "|"Silty clay"|"8241663"|"15730915"
"SIL"|"No "|"No "|"Silt loam"|"8241664"|"15434573"
"SICL"|"No "|"No "|"Silty clay loam"|"8241664"|"15582745"
"CL"|"No "|"No "|"Clay loam"|"8241664"|"15730916"
"SIL"|"No "|"No "|"Silt loam"|"8241665"|"15286402"
"SICL"|"No "|"No "|"Silty clay loam"|"8241665"|"15434574"
"CL"|"No "|"No "|"Clay loam"|"8241665"|"15582746"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8241702"|"15286420"
"GR-SIL"|"No "|"No "|"Gravelly silt loam"|"8241702"|"15434592"
"GR-L"|"No "|"No "|"Gravelly loam"|"8241702"|"15582764"
"GR-SIC"|"No "|"No "|"Gravelly silty clay"|"8241703"|"15286421"
"GR-C"|"No "|"No "|"Gravelly clay"|"8241703"|"15730935"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8241704"|"15434593"
"GR-C"|"No "|"No "|"Gravelly clay"|"8241704"|"15582765"
"GR-SIL"|"No "|"Yes"|"Gravelly silt loam"|"8241705"|"15730936"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"8241706"|"15286422"
"GR-SIL"|"No "|"No "|"Gravelly silt loam"|"8241706"|"15434594"
"GR-L"|"No "|"No "|"Gravelly loam"|"8241706"|"15582766"
"C"|"No "|"No "|"Clay"|"8241707"|"15286423"
"SIC"|"No "|"No "|"Silty clay"|"8241707"|"15730937"
"GR-SIL"|"No "|"No "|"Gravelly silt loam"|"8241708"|"15434595"
"GR-L"|"No "|"No "|"Gravelly loam"|"8241708"|"15582767"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"8241708"|"15730938"
"C"|"No "|"No "|"Clay"|"8241726"|"15286435"
"SICL"|"No "|"No "|"Silty clay loam"|"8241726"|"15582778"
"SIC"|"No "|"No "|"Silty clay"|"8241726"|"15730949"
"SIC"|"No "|"No "|"Silty clay"|"8241727"|"15434607"
"C"|"No "|"No "|"Clay"|"8241727"|"15582779"
"CL"|"No "|"No "|"Clay loam"|"8241727"|"15730950"
"FSL"|"No "|"No "|"Fine sandy loam"|"8241728"|"15286436"
"L"|"No "|"No "|"Loam"|"8241728"|"15434608"
"SCL"|"No "|"No "|"Sandy clay loam"|"8241728"|"15582780"
"WB"|"No "|"Yes"|"Weathered bedrock"|"8241729"|"15730951"
"SCL"|"No "|"No "|"Sandy clay loam"|"8241786"|"15286463"
"CL"|"No "|"No "|"Clay loam"|"8241786"|"15434635"
"L"|"No "|"No "|"Loam"|"8241786"|"15582807"
"CL"|"No "|"No "|"Clay loam"|"8241787"|"15286464"
"C"|"No "|"No "|"Clay"|"8241787"|"15730978"
"LFS"|"No "|"No "|"Loamy fine sand"|"8241788"|"15434636"
"SL"|"No "|"No "|"Sandy loam"|"8241788"|"15582808"
"S"|"No "|"No "|"Sand"|"8241788"|"15730979"
"C"|"No "|"No "|"Clay"|"8241810"|"15582819"
"CL"|"No "|"No "|"Clay loam"|"8241810"|"15730990"
"L"|"No "|"No "|"Loam"|"8241811"|"15286476"
"SCL"|"No "|"No "|"Sandy clay loam"|"8241811"|"15434648"
"CL"|"No "|"No "|"Clay loam"|"8241811"|"15582820"
"SL"|"No "|"No "|"Sandy loam"|"8241812"|"15286477"
"S"|"No "|"No "|"Sand"|"8241812"|"15434649"
